epoch,accuracy,dice_coef,iou_metric,loss,val_accuracy,val_dice_coef,val_iou_metric,val_loss
0,0.8009814023971558,0.6298815011978149,0.4682263731956482,0.409635990858078,0.7927396297454834,0.5233832597732544,0.35879164934158325,0.4894316494464874
1,0.8366372585296631,0.7163033485412598,0.5617374777793884,0.3454596698284149,0.8426328301429749,0.7214435935020447,0.5684515237808228,0.34545212984085083
2,0.8479546308517456,0.7410659193992615,0.592265784740448,0.3241206705570221,0.8076990842819214,0.6894510388374329,0.5300900936126709,0.41236612200737
3,0.8531829714775085,0.7514293193817139,0.6052587628364563,0.3145265281200409,0.8222594261169434,0.6281161904335022,0.46196460723876953,0.40218666195869446
4,0.8578616380691528,0.7596059441566467,0.6156007647514343,0.30618470907211304,0.8059732913970947,0.5571812987327576,0.39086276292800903,0.46710237860679626
